path,sha256,kind,api_version,namespace,name,parse_status,parse_error,spec_keys,test_nodes,risk_flags,shape_issues,placeholder_count
raw_yaml\IOChaos\6f8ae08fff7f6abe1bb74d11.yaml,e7d8f9691304d31bd60f2cc19c1fef0f89654c85a217509153ef888a2baf24ba,IOChaos,chaos-mesh.org/v1alpha1,rook-ceph,nodereader-disk-io-fault-ioerror,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\76f8c47ad76d3f2e934385b5.yaml,c6866f4892eb7813b3d2538ef754fbf6ba77b4e8d2f9fd59dee4aec5815ceebc,IOChaos,chaos-mesh.org/v1alpha1,trading-bot,io-delay-test,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\780c3a6bdce667a69793d7cf.yaml,9b0b504ef91558f63afd2c94987e9b6ad797012e5c42f8c253bdc72525ffde23,IOChaos,chaos-mesh.org/v1alpha1,,io-delay-example,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\7cbd63523be92e7c54e90d86.yaml,6ef7fca65a08d8e49c125971c3ea04043140d240b7c5c816edcdd0ff7d7eed96,IOChaos,chaos-mesh.org/v1alpha1,his-hope,disk-fault,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\7f9d83f6c5836c10e90e46d8.yaml,c6e061ddb0725f1a8f47d3545c11fc3041f42dc34f49ac3b1589230f7487349c,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,io-attroverride-experiment,valid_map,,"[""action"", ""attr"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_attrOverride"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\856534eb6681dadef4158109.yaml,cbbd493983e79a6aaca3cf11cee0cf561bd6f728746c140e9b2ea2a4adb228fa,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,disk-failure,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\85a519965c99653e9efa67af.yaml,50dd0a5f8f61f6ba15a846081ecf11969cd44a8338c1c8c820dd3821bcea7ffe,IOChaos,chaos-mesh.org/v1alpha1,hippius-s3-staging,f8-corrupt-chunk,valid_map,,"[""action"", ""containerNames"", ""duration"", ""methods"", ""mistake"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mistake"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\871efb2999e1dd2eee316ee5.yaml,d0173c11eeb25aeffac5a78f18fe1a5e6ada394142e6fa28d741507fbd1731e2,IOChaos,chaos-mesh.org/v1alpha1,query-engines,disk-io-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""percent"", ""scheduler"", ""selector""]","[""io_latency"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\IOChaos\88ff7aa9e590496ecab0b2a6.yaml,7dfa76c18d6be3ca5151d96e39da0d2d1b6be551a34b635870efa175fa97559e,IOChaos,chaos-mesh.org/v1alpha1,solar3d-staging,slow-report-storage,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\8cd150075581550bba633eea.yaml,05400f7d4bcc3a7031fbde7f95d77471481830c5ba8e4f1bf0d02f2f259a4341,IOChaos,chaos-mesh.org/v1alpha1,staging,pesitwizard-io-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\8dde70655420b904a2c3a9a6.yaml,69244ae0c14d2da52b614bc7cd1d40f6cbe2247fd6444f098ba88ba3e592dbe3,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,io-errno,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_errno"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\95fdc044af6904cd143968cd.yaml,dc8ba7c05103de15a1dd71456255ce212d30425c126fdf579bf0420d3608ba02,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,io-chaos-experiment,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""io_delay"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\IOChaos\9624973eb37bee6f7f9e162c.yaml,caffee1facb94cfda0f763c0465bd9bcd77f40c30666cecb8f7ae4b596c4f743,IOChaos,chaos-mesh.org/v1alpha1,,io-stress,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\97d2bdeeb6269c3070d4a6b4.yaml,9ff404f34949cdd8ec851bb6969d95d69f565a0c6cf0f01eae841186428e402f,IOChaos,chaos-mesh.org/v1alpha1,securerag-hub,securerag-db-io-chaos,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\98828353de17155e30399b8e.yaml,29f7ce229b86fe29541bacdd13afbdadba3af231a07befbcc59d6b6b6b96a6a0,IOChaos,chaos-mesh.org/v1alpha1,chaos-engineering,disk-fill-test,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\9a0562b6ca075dee7f6285f8.yaml,738f73653b20c11533f3c958e89d6ca72f968ab3e3b71c196a23e4c952714a24,IOChaos,chaos-mesh.org/v1alpha1,x0tta6bl4,mesh-io-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""value"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\9c242561050396b29f67578a.yaml,fb9e10bfb49ba5d8dd814d0c014cd001d7ac5f9144ef32cf3b733173bce4c4a6,IOChaos,chaos-mesh.org/v1alpha1,myproject,kafka-io-chaos-3,valid_map,,"[""action"", ""delay"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\9e206364bc9e20b5730d219b.yaml,905d41299431c59578873867f4f1f5de70f25e9150a76ab8ac5f1a649d9e525c,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,io-latency-example,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\9e8d9fcf571c7f9addb2eff4.yaml,b3219e8e6ad1aece03a66e4ab02edf55d06de8b8c7527d5b20b45c95a246f8eb,IOChaos,chaos-mesh.org/v1alpha1,spatialpipe,sp-worker-io-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\9ec92fd38f057de1e8c2da33.yaml,a74662c28b411ec10b84e88fe7963375eaa095478fa9290228a5c0f3f287fd12,IOChaos,chaosmesh.chaos-mesh.org/v1alpha1,,iochaos-sample,valid_map,,"[""foo""]","[""io_unspecified""]",[],[],0
raw_yaml\IOChaos\9ed33fb093a8e3db40df47ab.yaml,cf4b3d7271e54e700554c36018d7b6b67882d7d8542344048725cc0fcd52aa3e,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,vernemq-storage-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""value""]","[""io_latency"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\IOChaos\a025a11b9247c780eb23bc28.yaml,e367ec1869ef27c7b43236c4091f32acb6b9bb7d8ca47e027a2d876b3d4ce13b,IOChaos,chaos-mesh.org/v1alpha1,calico-system,virtual-stress-4,valid_map,,"[""action"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\a34470e9c87df2891c594452.yaml,15185556eb45e4ee591e70d1e7357b185aa3898c5ce5750c1d7e63e616eb7e7c,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,mixed-io-chaos,valid_map,,"[""action"", ""delay"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mixed"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\a4678d91b61e87e715a02ec5.yaml,e44042b58c07ba0196270c39f461aa1d63002b2871b2c3c866753d432760d0fa,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,{},valid_map,,"[""action"", ""attr"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_attrOverride"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]","[""metadata_name_not_string"", ""selector_label_value_not_string"", ""selector_namespaces_not_string_list"", ""spec_duration_not_string""]",0
raw_yaml\IOChaos\a5f279c88ea1e1fa433bfe0d.yaml,e3a7fec068a837258ef959035f26a7bd64f391fa6c06063af3a6ced49e5435fe,IOChaos,chaos-mesh.org/v1alpha1,judgex,mysql-io-stress,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\a81a18a6e1565769954fdef3.yaml,0d93c883582cf57f98253de62fd1a71b9e4cca35ecf2291e30a541a728f4bbf1,IOChaos,chaos-mesh.org/v1alpha1,,io-mistake-serial,valid_map,,"[""action"", ""duration"", ""methods"", ""mistake"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mistake"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\ac1268ccd74cbb0aa0355481.yaml,393cd9410d45b188567e56d3d29307b427bbb8a1d233f5a66be7807cc997154b,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,disk-io-content,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\af71a9b4cab2b544fc6416d9.yaml,d663accde8f54266e3fa21653483c331260e28cad52dd2dbfe37291598ffeca3,IOChaos,chaos-mesh.org/v1alpha1,io-throught-2,io-throught-2,valid_map,,"[""action"", ""delay"", ""duration"", ""errno"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mix"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\afc83bcd13b78783bf9dffde.yaml,8d70d22d5e9c5398025fc7bf46c7231f4715cc0a3e3c64827490a1dec6faefed,IOChaos,chaos-mesh.org/v1alpha1,llmchat,io-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\b0a7e619f304f4ba2fb5f022.yaml,63b682e49c6fca8b1e31485ab94b7db0a58d7d6f5a56b43e6fa46ca5a6618160,IOChaos,chaos-mesh.org/v1alpha1,master,broker-disk-data-folder-failure,valid_map,,"[""action"", ""duration"", ""methods"", ""mistake"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_mistake"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\b15963686cd242ce511883ed.yaml,6a67bb8967c345a26196dfc0994a5cc01b328da4187ef8315213c912574c7f3c,IOChaos,chaos-mesh.org/v1alpha1,govsecure,data-plane-io-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\b20fc14a220686ab3f2f7750.yaml,1130cb696b7be15a3b8a59b9730329fbdfb3928231729a650fa78d814717a62e,IOChaos,chaos-mesh.org/v1alpha1,backend,disk-write-fault,valid_map,,"[""action"", ""duration"", ""errno"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""value"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\b2600b7a378b7fd3fc1f8cb6.yaml,90256a9b1a98a234b30cdff442d2b62e23441360ebeee5d0ef97a33829d16d49,IOChaos,chaos-mesh.org/v1alpha1,default,sentiment-io-mixed,valid_map,,"[""action"", ""delay"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_mixed"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\b631a843f84cb1a74895472a.yaml,65d2f61ac5ee9cc30f6543b0535d6faec44ebf2243143d449affdeb6adf6f9a3,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,loki-storage-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""value""]","[""io_latency"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\IOChaos\b893bfbe74fdb6c79b1e4161.yaml,baf69480d917ac21c1054b3f1855da60e63022e981e2037598a1017153c9c158,IOChaos,chaos-mesh.org/v1alpha1,kafka-cluster,kafka-io-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\b8bd61f5ff79b9123d9a3c4c.yaml,2f35612d33cb098b07d40b507811e6ab4a009e3832fe764bb5d3c292d9939e8d,IOChaos,chaos-mesh.org/v1alpha1,io-throught-1,io-throught-1,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\b8d56bfe947573ab598c9a44.yaml,fa85006c284df2082763a7d52c46f40906a01947eb8784e748e7f28fb8231156,IOChaos,chaos-mesh.org/v1alpha1,ngx,io2,valid_map,,"[""action"", ""delay"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\ba9ca358d1d5aa1d0c42ad48.yaml,f8dd920483a4ca7aeb50f46f926258df1f24c9ab95956eb2ca3ec6781f907ae8,IOChaos,chaos-mesh.org/v1alpha1,backend,disk-latency-read-write,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\bb4cf9ae71a0736ce88ecbf6.yaml,b4b385a6d4dec0c537b552e8a5570502f1a09a8de5839eef318c439fb19e992d,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,disk-full,valid_map,,"[""action"", ""duration"", ""errno"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_errno"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\c01b22b2a6512b8f2051a38b.yaml,213c132ab26c9a31f2c56b96ed8f55f4654e473953c89c1fcc9880344a64a595,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,io-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\c3828cd89483598650faac38.yaml,5e3de9db40111eb8c2c8c4970076465e771eaf0f2b31cd7e716d1f4cd83224b5,IOChaos,chaos-mesh.org/v1alpha1,chaos-demo,io-attr-override,valid_map,,"[""action"", ""attr"", ""duration"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_attrOverride"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\c855588cc9fb306023b79325.yaml,3c353de66124d5445ca4c89f2409f5eee88102869fee6c9aa1754f632253c2c7,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,io-delay,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_delay"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\c9f35ce02a7b87ba13d567af.yaml,9d15890e1a78a7769e0c3b71de33ddd4a9d9dce124df9bffa89915125513ce56,IOChaos,chaos-mesh.org/v1alpha1,cluster-probe,io-delay-postgres,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\cd141ff99a852a78f2bf9849.yaml,dfadf709a00f407a56923d7c00addfdfae828c2f2b9d82f94f3af6813f7f661c,IOChaos,chaos-mesh.org/v1alpha1,chaos-engineering,auth-service-io-fault,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\cd83a6eb4f4728f5af9fb18b.yaml,6fcae5670de3bc30bf48212e0235118a6abdd5fbc7bbab35bccecffc5c5b2e9b,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,kafka-io-chaos-4,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\ce4097e662ae14d1ab9a0011.yaml,4cabe463fbb15eca5225020656d932be9a5f4025b2f21d2ecc0b6d3f6ac54984,IOChaos,chaos-mesh.org/v1alpha1,fabric4l,redis-read-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius"", ""placeholder""]",[],1
raw_yaml\IOChaos\ce80c96bb5ce4870b0ec1b26.yaml,ce636181a1984c6f57e9c1a5762846fb48553355b4f2d8ed7a7519857dc29231,IOChaos,chaos-mesh.org/v1alpha1,fabric4l,postgres-read-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius"", ""placeholder"", ""temporal_or_composite""]",[],1
raw_yaml\IOChaos\d0c8df6879379e4ac61c6760.yaml,02de1c2ad5fe53e11729c1eeee42cb6881f62eee6202730317faa4e669894315,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,mssql-primary-io-latency,valid_map,,"[""action"", ""containerNames"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""cloud_instance"", ""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\d5f550b970890cb864e67bb8.yaml,da44e89ba6fbfe66389356f59839a28def828cedb4d1c6df4ea1031b88d03132,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,disk-stress,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mixed"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\d6d341f5113b3507c440d0a2.yaml,3e2f31a1f471aa025ab378ba9817253687fdd086afa7bab180c7bdae3058a35a,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,io-read-error,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\dd0bdf8163ecf1b000083033.yaml,afd2f60a4ec51c86a9a0ec642d67d3fa44640bdbae61a5d2588cfa3b65a62a3a,IOChaos,chaos-mesh.org/v1alpha1,qbitel,io-stress-experiment,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\e13eb1aa374198ce3c8791e1.yaml,426d62a90427e73fb00e2a1aa3aed2b6d26768d2b118d8598f40814b73644f55,IOChaos,chaos-mesh.org/v1alpha1,,io-errno-example,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\e46ac44443a4b3fd9aae2c5a.yaml,2c124ccdca1871c32bc4148d0c9306a64ef25e01fc203bebb27625569b863317,IOChaos,chaos-mesh.org/v1alpha1,sock-shop,mysql-iofail,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\e656f289ca2116b38e48f305.yaml,352c77bb72c0819a9f3e148bc704d906ecb7066c460ff034a4f77b4b9d1f3ec4,IOChaos,chaos-mesh.org/v1alpha1,io-throught-3,io-throught-3,valid_map,,"[""action"", ""duration"", ""errno"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\e7d7f99927d6b15dbebea575.yaml,c1722642e114c8f77d8a42edddcf5c43291b6692d78f1f90b299f8f8f5b0d87b,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,io-fault-experiment,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""path"", ""percent"", ""selector"", ""value"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\e8828ec7c4a384beab79ec4d.yaml,e5c7e2b3ca15feaf35cf85aafc192251178c452a73f7ed4a0af3e2912bc8f740,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,provider-storage-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius"", ""temporal_or_composite""]",[],0
raw_yaml\IOChaos\e8e33684524cfb89b63bb866.yaml,e31ed2f9ed0710d4fa617515ea2d01f38fe670d558dec6abbbb35cc151f523ce,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,rabbitmq-disk-io-stress,valid_map,,"[""action"", ""duration"", ""ioFault"", ""mode"", ""path"", ""percent"", ""scheduler"", ""selector""]","[""io_fault"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\IOChaos\e8e823f79c37a107ca2cd03b.yaml,95f06804b5745876048e0ac29060fc242a20248bfa4850234933d023623da7b1,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,io-latency-data-service,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\ea4b3f5f488fc90eee1f63a5.yaml,274b86455e78a155bb1b71c3756ed381b3dc2ad95e267e2a6448bcd20b7a3e57,IOChaos,chaos-mesh.org/v1alpha1,ewat,ewat-io-throttle,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\ee123f7252bc439cd4e7b205.yaml,7d159e3e1ac92ee09fac8e3766ea412599013db5852ccfe6dc3100ac3960d9d4,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,db-io-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_delay"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\f04a7e72f7cc0ddd933bf49c.yaml,1a7f134daba205950d3049501b55dcc04ada53071b9b8f6472978ccdd7ac697c,IOChaos,chaos-mesh.org/v1alpha1,chaos-mesh,{},valid_map,,"[""action"", ""duration"", ""methods"", ""mistake"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_mistake"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius""]","[""metadata_name_not_string"", ""selector_label_value_not_string"", ""selector_namespaces_not_string_list"", ""spec_duration_not_string""]",0
raw_yaml\IOChaos\f0709dbbdff222abe60373a0.yaml,af1dd2108308b259dcda77c6fcd52f13b2ed9ffc2dfc2f759308866f9a59e0f5,IOChaos,chaos-mesh.org/v1alpha1,,disk-chaos,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""percent"", ""volumePath""]","[""io_latency""]","[""host_volume"", ""namespace_or_selector_blast_radius""]",[],0
raw_yaml\IOChaos\f0b481ec8a3b43bdaa2ad157.yaml,a2d272a64a72c75735f9f5320e26ed3924cefda32bb75983f950b0a23e558f8d,IOChaos,chaos-mesh.org/v1alpha1,fabric4l,postgres-write-latency,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""selector"", ""volumePath""]","[""io_latency"", ""selector""]","[""host_volume"", ""namespace_or_selector_blast_radius"", ""placeholder""]",[],1
raw_yaml\IOChaos\f11d90e5ee7a95464d88581f.yaml,e84d3cf9dc1bea13d879eb433ef7a91d7b6b6d4199d4fa5ae54fe38b272d6866,IOChaos,chaos-mesh.org/v1alpha1,master,broker-disk-data-folder-io-fault,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\f13c599775403a0524011db5.yaml,18aabf3ef42eb5c442f3bb8d3594c8b0449784b464897838eaac23e6be5372fe,IOChaos,chaos-mesh.org/v1alpha1,chaos-demo,io-fault-experiment,valid_map,,"[""action"", ""duration"", ""errno"", ""mode"", ""percent"", ""selector"", ""volumePath""]","[""io_fault"", ""selector""]","[""host_volume""]",[],0
raw_yaml\IOChaos\f4789c3210ec3e4af0ef7b15.yaml,d4c1fcfea915bd4351fd80eea570753bcf8b746f448f09e1c3d95d2293f962f6,IOChaos,chaos-mesh.org/v1alpha1,chaos-testing,file-attr-chaos,valid_map,,"[""action"", ""attr"", ""duration"", ""mode"", ""path"", ""selector"", ""volumePath""]","[""io_attrOverride"", ""selector""]","[""host_volume""]",[],0
